,CID,name,smiles,7.1,8.1,8.2,8.5,8.6,8.7
5910,55911,"1H-Indole-3-ethanamine, N,alpha-dimethyl-N-2-propynyl-",CC(CC1=CNC2=CC=CC=C21)N(C)CC#C,,,,,,
5911,55912,"p-ACETOPHENETIDIDE, 2-DIMETHYLAMINO-N-(DIMETHYLCARBAMOYLMETHYL)-",CCOC1=CC=C(C=C1)N(CC(=O)N(C)C)C(=O)CN(C)C,,,,,,
5912,55913,"cis-2-Propoxy-3,5,5-trimethyl-1,2-oxaphospholan-3-ol 2-oxide",CCCOP1(=O)C(CC(O1)(C)C)(C)O,,,,,,
5913,55914,"Adenosine, 2-bromo-2'-deoxy-",C1[C@@H](O[C@@H](C1O)CO)N2C=NC3=C(N=C(N=C32)Br)N,,,,,,
5914,55915,(3-Ethyl-7-methyl-3-aza-7-azoniabicyclo[3.3.1]nonan-9-yl) 4-chlorobenzoate;chloride,CCN1CC2C[NH+](CC(C1)C2OC(=O)C3=CC=C(C=C3)Cl)C.[Cl-],,,,,,
5915,55916,"3-Ethyl-7-methyl-3,7-diazabicyclo[3.3.1]nonan-9-yl 4-chlorobenzoate",CCN1CC2CN(CC(C1)C2OC(=O)C3=CC=C(C=C3)Cl)C,,,,,,
5916,55917,Imazodan hydrochloride,C1CC(=O)NN=C1C2=CC=C(C=C2)N3C=CN=C3.Cl,,,"['Agents that have a strengthening effect on the heart or that can increase cardiac output. They may be CARDIAC GLYCOSIDES; SYMPATHOMIMETICS; or other drugs. They are used after MYOCARDIAL INFARCT; CARDIAC SURGICAL PROCEDURES; in SHOCK; or in congestive heart failure (HEART FAILURE). (See all compounds classified as Cardiotonic Agents.)', 'Compounds which inhibit or antagonize the biosynthesis or actions of phosphodiesterases. (See all compounds classified as Phosphodiesterase Inhibitors.)']",,,
5917,55918,Imazodan,C1CC(=O)NN=C1C2=CC=C(C=C2)N3C=CN=C3,,,"['Agents that have a strengthening effect on the heart or that can increase cardiac output. They may be CARDIAC GLYCOSIDES; SYMPATHOMIMETICS; or other drugs. They are used after MYOCARDIAL INFARCT; CARDIAC SURGICAL PROCEDURES; in SHOCK; or in congestive heart failure (HEART FAILURE). (See all compounds classified as Cardiotonic Agents.)', 'Compounds which inhibit or antagonize the biosynthesis or actions of phosphodiesterases. (See all compounds classified as Phosphodiesterase Inhibitors.)']",,,
5918,55919,CID 55919,CC1=NC(=O)C(=C(N1)NCC2=CN=CC=C2)C#N.Cl,,,,,,
5919,55920,CID 55920,CC1=NC(=O)C(=C(N1)NCC2=CN=CC=C2)C#N,,,,,,
5920,55921,"5,6,7,8-Tetrahydro-3-hydroxy-4-(1-iminoethyl)-2-propylisoquinolin-1(2H)-one",CCCN1C(=C2CCCCC2=C(C1=O)C(=N)C)O,,,,,,
5921,55922,"5,6,7,8-Tetrahydro-3-hydroxy-4-(1-iminomethyl)-2-methylisoquinolin-1(2H)-one",CC(=N)C1=C2CCCCC2=C(N(C1=O)C)O,,,,,,
5922,55923,"2-Ethyl-3-hydroxy-4-(1-iminoethyl)-5,6,7,8-tetrahydroisoquinolin-1(2H)-one",CCN1C(=C2CCCCC2=C(C1=O)C(=N)C)O,,,,,,
5923,55924,"5,6,7,8-Tetrahydro-2-butyl-3-hydroxy-4-(1-iminoethyl)isoquinolin-1(2H)-one",CCCCN1C(=C2CCCCC2=C(C1=O)C(=N)C)O,,,,,,
5924,55925,"5,6,7,8-Tetrahydro-2-hexyl-3-hydroxy-4-(1-iminoethyl)isoquinolin-1(2H)-one",CCCCCCN1C(=C2CCCCC2=C(C1=O)C(=N)C)O,,,,,,
5925,55926,"2,5,6,7,8,9-Hexahydro-2-ethyl-3-hydroxy-4-(1-iminoethyl)-1H-cyclohepta(c)pyridin-1-one",CCN1C(=C2CCCCCC2=C(C1=O)C(=N)C)O,,,,,,
5926,55927,"1-Ethoxy-4-(1-iminoethyl)-5,6,7,8-tetrahydro-cyclohexa(c)pyridin-3-ol",CCOC1=C2CCCCC2=C(C(=O)N1)C(=N)C,,,,,,
5927,55928,"3-Isoquinolinol, 5,6,7,8-tetrahydro-4-(1-iminoethyl)-1-propoxy-",CCCOC1=C2CCCCC2=C(C(=O)N1)C(=N)C,,,,,,
5928,55929,"3-Isoquinolinol, 5,6,7,8-tetrahydro-4-(1-iminoethyl)-1-isopropoxy-",CC(C)OC1=C2CCCCC2=C(C(=O)N1)C(=N)C,,,,,,
5929,55930,"3-Isoquinolinol, 5,6,7,8-tetrahydro-1-(hexyloxy)-4-(1-iminoethyl)-",CCCCCCOC1=C2CCCCC2=C(C(=O)N1)C(=N)C,,,,,,
5930,55931,"6,7,8,9-Tetrahydro-4-(1-iminoethyl)-1-isopropoxy-5H-cyclohepta(c)pyridin-3-ol",CC(C)OC1=C2CCCCCC2=C(C(=O)N1)C(=N)C,,,,,,
5931,55932,"Benzofuran, 5-methoxy-2-(5-nitro-2-furanyl)-",COC1=CC2=C(C=C1)OC(=C2)C3=CC=C(O3)[N+](=O)[O-],,,,,,
5932,55933,CID 55933,CC1=C2C(=NC(=O)N(C2=O)N=CC3=CC=C(C=C3)O)SN1,,,,,,
5933,55934,"Benzimidazole, 5-ethyl-2-(trifluoromethyl)-",CCC1=CC2=C(C=C1)N=C(N2)C(F)(F)F,,,,,,
5934,55935,methyl 2-(trifluoromethyl)-1H-benzimidazole-5-carboxylate,COC(=O)C1=CC2=C(C=C1)N=C(N2)C(F)(F)F,,,,,,
5935,55936,"Benzimidazole-5-carboxamide, 2-(trifluoromethyl)-",C1=CC2=C(C=C1C(=O)N)NC(=N2)C(F)(F)F,,,,,,
5936,55937,"Benzimidazole, 4,6-difluoro-2-(trifluoromethyl)-",C1=C(C=C(C2=C1NC(=N2)C(F)(F)F)F)F,,,,,,
5937,55938,"Benzimidazole, 5-chloro-4-fluoro-2-(trifluoromethyl)-",C1=CC(=C(C2=C1NC(=N2)C(F)(F)F)F)Cl,,,,,,
5938,55939,"Benzimidazole, 6-chloro-4-fluoro-2-(trifluoromethyl)-",C1=C(C=C(C2=C1NC(=N2)C(F)(F)F)F)Cl,,,,,,
5939,55940,"Benzimidazole, 4-chloro-6-fluoro-2-(trifluoromethyl)-",C1=C(C=C(C2=C1NC(=N2)C(F)(F)F)Cl)F,,,,,,
5940,55941,"Benzimidazole, 4-bromo-6-fluoro-2-(trifluoromethyl)-",C1=C(C=C(C2=C1NC(=N2)C(F)(F)F)Br)F,,,,,,
5941,55942,"Benzimidazole, 4-bromo-6-chloro-2-(trifluoromethyl)-",C1=C(C=C(C2=C1NC(=N2)C(F)(F)F)Br)Cl,,,,,,
5942,55943,"Benzimidazole, 4-chloro-6-iodo-2-(trifluoromethyl)-",C1=C(C=C(C2=C1NC(=N2)C(F)(F)F)Cl)I,,,,,,
5943,55944,"Benzimidazole, 5-chloro-4-methoxy-2-(trifluoromethyl)-",COC1=C(C=CC2=C1N=C(N2)C(F)(F)F)Cl,,,,,,
5944,55945,"Benzimidazole, 5-chloro-4-methyl-2-(trifluoromethyl)-",CC1=C(C=CC2=C1N=C(N2)C(F)(F)F)Cl,,,,,,
5945,55946,"Benzimidazole, 4-bromo-5-methyl-2-(trifluoromethyl)-",CC1=C(C2=C(C=C1)NC(=N2)C(F)(F)F)Br,,,,,,
5946,55947,"BENZIMIDAZOLE, 4-BROMO-6-tert-BUTYL-2-(TRIFLUOROMETHYL)-",CC(C)(C)C1=CC2=C(C(=C1)Br)N=C(N2)C(F)(F)F,,,,,,
5947,55948,"Benzimidazole-4-carbonitrile, 6-chloro-2-(trifluoromethyl)-",C1=C(C=C2C(=C1C#N)N=C(N2)C(F)(F)F)Cl,,,,,,
5948,55949,"Benzimidazole, 2,4-bis(trifluoromethyl)-6-chloro-",C1=C(C=C2C(=C1C(F)(F)F)N=C(N2)C(F)(F)F)Cl,,,,,,
5949,55950,CID 55950,C1=CC(=C2C(=C1[N+](=O)[O-])NC(=N2)C(F)(F)F)Cl,,,,,,
5950,55951,"Benzimidazole-4,7-diol, 2-(trifluoromethyl)-",C1=CC(=C2C(=C1O)NC(=N2)C(F)(F)F)O,,,,,,
5951,55952,"Benzimidazole, 5,6-dimethoxy-2-(trifluoromethyl)-",COC1=C(C=C2C(=C1)NC(=N2)C(F)(F)F)OC,,,,,,
5952,55953,"Benzimidazole, 4,7-dimethoxy-2-(trifluoromethyl)-",COC1=C2C(=C(C=C1)OC)N=C(N2)C(F)(F)F,,,,,,
5953,55954,"Benzimidazole, 6-bromo-4,5-dichloro-2-(trifluoromethyl)-",C1=C2C(=C(C(=C1Br)Cl)Cl)N=C(N2)C(F)(F)F,,,,,,
5954,55955,"Benzimidazole, 5-bromo-4,6-dichloro-2-(trifluoromethyl)-",C1=C2C(=C(C(=C1Cl)Br)Cl)N=C(N2)C(F)(F)F,,,,,,
5955,55956,"Benzimidazole, 4,6-dichloro-5-methoxy-2-(trifluoromethyl)-",COC1=C(C=C2C(=C1Cl)N=C(N2)C(F)(F)F)Cl,,,,,,
5956,55957,"Carbamic acid, ethyl-, 5,6-dichloro-2-(trifluoromethyl)-4-benzimidazolyl ester",CCNC(=O)OC1=C2C(=CC(=C1Cl)Cl)NC(=N2)C(F)(F)F,,,,,,
5957,55958,"Carbamic acid, dimethyl-, 5,6-dichloro-2-(trifluoromethyl)-4-benzimidazolyl ester",CN(C)C(=O)OC1=C2C(=CC(=C1Cl)Cl)NC(=N2)C(F)(F)F,,,,,,
5958,55959,"Benzimidazole, 6-bromo-5-chloro-4-methyl-2-(trifluoromethyl)-",CC1=C2C(=CC(=C1Cl)Br)NC(=N2)C(F)(F)F,,,,,,
5959,55960,"Benzimidazole, 5,6-dimethyl-4-nitro-2-(trifluoromethyl)-",CC1=CC2=C(C(=C1C)[N+](=O)[O-])N=C(N2)C(F)(F)F,,,,,,
5960,55961,6-Chloro-5-methyl-4-nitro-2-(trifluoromethyl)benzimidazole,CC1=C(C=C2C(=C1[N+](=O)[O-])N=C(N2)C(F)(F)F)Cl,,,,,,
5961,55962,6-Bromo-5-methyl-4-nitro-2-(trifluoromethyl)benzimidazole,CC1=C(C=C2C(=C1[N+](=O)[O-])N=C(N2)C(F)(F)F)Br,,,,,,
5962,55963,"Benzimidazole, 6-fluoro-4,5,7-tribromo-2-(trifluoromethyl)-",C12=C(C(=C(C(=C1Br)F)Br)Br)N=C(N2)C(F)(F)F,,,,,,
5963,55964,"Benzimidazole, 4-bromo-5,7-dichloro-6-fluoro-2-(trifluoromethyl)-",C12=C(C(=C(C(=C1Br)Cl)F)Cl)N=C(N2)C(F)(F)F,,,,,,
5964,55965,"Benzimidazole, 5-amino-4,6,7-trichloro-2-(trifluoromethyl)-",C1(=C(C2=C(C(=C1Cl)Cl)NC(=N2)C(F)(F)F)Cl)N,,,,,,
5965,55966,"Benzamide, N-(5,6,7-trichloro-2-(trifluoromethyl)-4-benzimidazolyl)-",C1=CC=C(C=C1)C(=O)NC2=C(C(=C(C3=C2NC(=N3)C(F)(F)F)Cl)Cl)Cl,,,,,,
5966,55967,"Benzimidazole, 4-(dimethylamino)-5,6,7-trichloro-2-(trifluoromethyl)-",CN(C)C1=C(C(=C(C2=C1NC(=N2)C(F)(F)F)Cl)Cl)Cl,,,,,,
5967,55968,"Benzimidazole, 5,6-dichloro-4,7-dimethoxy-2-(trifluoromethyl)-",COC1=C(C(=C(C2=C1NC(=N2)C(F)(F)F)OC)Cl)Cl,,,,,,
5968,55969,"Benzimidazole, 4,7-dichloro-5,6-dimethoxy-2-(trifluoromethyl)-",COC1=C(C2=C(C(=C1OC)Cl)N=C(N2)C(F)(F)F)Cl,,,,,,
5969,55970,"Anthranilic acid, N-(2-anilino-4-pyrimidinyl)-",C1=CC=C(C=C1)NC2=NC=CC(=N2)NC3=CC=CC=C3C(=O)O,,,,,,
5970,55971,"ethyl 2-(trifluoromethyl)-1H-1,3-benzodiazole-5-carboxylate",CCOC(=O)C1=CC2=C(C=C1)N=C(N2)C(F)(F)F,,,,,,
5971,55972,"Benzimidazole, 6-bromo-4-chloro-2-(trifluoromethyl)-",C1=C(C=C(C2=C1NC(=N2)C(F)(F)F)Cl)Br,,,,,,
5972,55973,"Benzimidazole, 4-bromo-5-chloro-6-fluoro-2-(trifluoromethyl)-",C1=C2C(=C(C(=C1F)Cl)Br)N=C(N2)C(F)(F)F,,,,,,
5973,55974,"3-Isoxazolecarboxylic acid, 5-methyl-, 2-methylhydrazide",CC1=CC(=NO1)C(=O)NNC,,,,,,
5974,55975,CID 55975,CC1=C(C(=O)/C(=C\2/C(=O)C(=C(C(=O)C2=O)C)[O-])/C(=C1O)O)O.[K+],,,,,,
5975,55976,CID 55976,CC1=C(C(=O)/C(=C\2/C(=O)C(=C(C(=O)C2=O)C)[O-])/C(=C1O)O)O.[Na+],,,,,,
5976,55977,Thiotropocin,C1=CC(=O)C2=C(C(=C1)S)SOC2=O,,,,,,
5977,55978,N-Methyl-N-(2-chloroethyl)-beta-alanine hydrochloride,C[NH+](CCC(=O)O)CCCl.[Cl-],,,,,,
5978,55979,3-[2-Chloroethyl(methyl)amino]propanoic acid,CN(CCC(=O)O)CCCl,,,,,,
5979,55980,"Diethylamine, N-(2-chloroethoxy)-2,2'-dichloro-",C(CCl)N(CCCl)OCCCl,,,,,,
5980,55981,Decachloroquaterphenyl,C1=C(C(=CC(=C1Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl)C3=CC(=C(C=C3Cl)C4=CC(=C(C=C4Cl)Cl)Cl)Cl,,,,,,
5981,55982,Octachloroquaterphenyl,C1=CC(=C(C=C1Cl)C2=CC(=C(C=C2Cl)C3=C(C=C(C(=C3)Cl)C4=C(C=CC(=C4)Cl)Cl)Cl)Cl)Cl,,,,,,
5982,55983,Hexachloroquaterphenyl,C1=CC(=CC(=C1)Cl)C2=CC(=C(C=C2Cl)C3=C(C=C(C(=C3)Cl)C4=CC(=CC=C4)Cl)Cl)Cl,,,,,,
5983,55984,4-Dimethylamino-5-nitro-2-methoxy-N-(2-diethylaminoethyl)benzamide hydrochloride,CC[NH+](CC)CCNC(=O)C1=CC(=C(C=C1OC)N(C)C)[N+](=O)[O-].[Cl-],,,,,,
5984,55985,N-[2-(Diethylamino)ethyl]-4-(dimethylamino)-2-methoxy-5-nitrobenzamide,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N(C)C)[N+](=O)[O-],,,,,,
5985,55986,"Acetic acid, ((5-((2-methylphenyl)amino)-1,3,4-thiadiazol-2-yl)thio)-, 2-(2-methoxyphenyl)hydrazide",CC1=CC=CC=C1NC2=NN=C(S2)SCC(=O)NNC3=CC=CC=C3OC,,,,,,
5986,55987,"Acetic acid, ((5-((2-methylphenyl)amino)-1,3,4-thiadiazol-2-yl)thio)-, 2-(2-methylphenyl)hydrazide",CC1=CC=CC=C1NC2=NN=C(S2)SCC(=O)NNC3=CC=CC=C3C,,,,,,
5987,55988,"Acetic acid, ((5-((4-methylphenyl)amino)-1,3,4-thiadiazol-2-yl)thio)-, 2-(2-methylphenyl)hydrazide",CC1=CC=C(C=C1)NC2=NN=C(S2)SCC(=O)NNC3=CC=CC=C3C,,,,,,
5988,55989,CID 55989,CC1=CC=C(C=C1)NC2=NN=C(S2)SCC(=O)N=NC3=C(C=C(C=C3)N(O)O)[N+](=O)[O-],,,,,,
5989,55990,"Acetic acid, ((2,4,6-triiodo-3-pyridyl)oxy)-",C1=C(C(=C(N=C1I)I)OCC(=O)O)I,,,,,,
5990,55991,CID 55991,CC1=CC=CC=C1NC2=NN=C(S2)SCC(=O)N=NC3=C(C=C(C=C3)N(O)O)[N+](=O)[O-],,,,,,
5991,55992,"2,3,4,5-Tetrahydro-2-methyl-4-oxo-1H-1,5-benzodiazepine-1-carboxamide",CC1CC(=O)NC2=CC=CC=C2N1C(=O)N,,,,,,
5992,55993,(-)-Nomifensine,CN1C[C@H](C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3,,,,,,
5993,55994,Cioteronel,CCC(CCCCC1CCC2C1CC(=O)C2)OC,,,,,,
5994,55995,"Butyronitrile, 4,4'-(methylimino)DI-",CN(CCCC#N)CCCC#N,,,,,,
5995,55996,"Diethylamine, N-(2-bromoethoxy)-2,2'-dichloro-",C(CCl)N(CCCl)OCCBr,,,,,,
5996,55997,CID 55997,C1=CC(=CC=C1OC2=CN=C(C=C2)C(=O)O)Cl.C1=CC(=CC=C1OC2=CN=C(C=C2)C(=O)O)Cl.O.[AlH3],,,,,,
5997,55998,"Picolinic acid, 5-(p-chlorophenoxy)-",C1=CC(=CC=C1OC2=CN=C(C=C2)C(=O)O)Cl,,,,,,
5998,55999,"Acetamide, N-(8-(dimethylamino)-3-methyl-2-phenazinyl)-2-(methylnitrosoamino)-",CC1=CC2=NC3=C(C=C(C=C3)N(C)C)N=C2C=C1NC(=O)CN(C)N=O,,,,,,
5999,56000,CID 56000,C1=CC(=CC=C1C=C2C(=O)N(C(=S)S2)CNC3=CC=C(C=C3)C(=O)O)O,,,,,,
6000,56001,CID 56001,COC1=C(C=CC(=C1)C=C2C(=O)N(C(=S)S2)CNC3=CC=C(C=C3)C(=O)O)O,,,,,,
6001,56002,"Benzamide, N-(4-((4-phenyl-1-piperazinyl)carbonyl)phenyl)-",C1CN(CCN1C2=CC=CC=C2)C(=O)C3=CC=C(C=C3)NC(=O)C4=CC=CC=C4,,,,,,
6002,56003,"Benzamide, 3,4-dimethoxy-N-(4-((4-phenyl-1-piperazinyl)carbonyl)phenyl)-",COC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)C(=O)N3CCN(CC3)C4=CC=CC=C4)OC,,,,,,
6003,56004,"Benzamide, N-(4-((4-phenyl-1-piperazinyl)carbonyl)phenyl)-3,4,5-trimethoxy-",COC1=CC(=CC(=C1OC)OC)C(=O)NC2=CC=C(C=C2)C(=O)N3CCN(CC3)C4=CC=CC=C4,,,,,,
6004,56005,"Benzamide, 3,4-dimethoxy-N-(4-((4-(4-methylphenyl)-1-piperazinyl)carbonyl)phenyl)-",CC1=CC=C(C=C1)N2CCN(CC2)C(=O)C3=CC=C(C=C3)NC(=O)C4=CC(=C(C=C4)OC)OC,,,,,,
6005,56006,"Benzamide, N-(4-((4-(4-chlorophenyl)-1-piperazinyl)carbonyl)phenyl)-3,4-dimethoxy-",COC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)C(=O)N3CCN(CC3)C4=CC=C(C=C4)Cl)OC,,,,,,
6006,56007,"Benzamide, N-(4-((4-(4-chlorophenyl)-1-piperazinyl)carbonyl)phenyl)-3,4,5-trimethoxy-",COC1=CC(=CC(=C1OC)OC)C(=O)NC2=CC=C(C=C2)C(=O)N3CCN(CC3)C4=CC=C(C=C4)Cl,,,,,,
6007,56008,Fareston,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,['First line hormone treatment of hormone-dependent metastatic breast cancer in postmenopausal patients.'],,"['Antineoplastic agents that are used to treat hormone-sensitive tumors. Hormone-sensitive tumors may be hormone-dependent, hormone-responsive, or both. A hormone-dependent tumor regresses on removal of the hormonal stimulus, by surgery or pharmacological block. Hormone-responsive tumors may regress when pharmacologic amounts of hormones are administered regardless of whether previous signs of hormone sensitivity were observed. The major hormone-responsive cancers include carcinomas of the breast, prostate, and endometrium; lymphomas; and certain leukemias. (From AMA Drug Evaluations Annual 1994, p2079) (See all compounds classified as Antineoplastic Agents, Hormonal.)', 'Agents that inhibit BONE RESORPTION and/or favor BONE MINERALIZATION and BONE REGENERATION. They are used to heal BONE FRACTURES and to treat METABOLIC BONE DISEASES such as OSTEOPOROSIS. (See all compounds classified as Bone Density Conservation Agents.)', 'A structurally diverse group of compounds distinguished from ESTROGENS by their ability to bind and activate ESTROGEN RECEPTORS but act as either an agonist or antagonist depending on the tissue type and hormonal milieu. They are classified as either first generation because they demonstrate estrogen agonist properties in the ENDOMETRIUM or second generation based on their patterns of tissue specificity. (Horm Res 1997;48:155-63) (See all compounds classified as Selective Estrogen Receptor Modulators.)']",,,
6008,56009,Rolafagrel,C1CC(=CC2=C1C=CC(=C2)C(=O)O)N3C=CN=C3,,,,,,
6009,56010,"N-Acetyl-S-(1,2,3,4,4-pentachlorobutadienyl)-L-cysteine",CC(=O)N[C@@H](CSC(=C(C(=C(Cl)Cl)Cl)Cl)Cl)C(=O)O,,,,,,
6010,56011,CID 56011,C[C@@]1([C@@H](N2C(S1(=O)=O)CC2=O)C(=O)[O-])CN3C=CN=N3.[Na+],,,,,,
6011,56012,"(2S,3S)-3-methyl-4,4,7-trioxo-3-(triazol-1-ylmethyl)-4lambda6-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",C[C@@]1([C@@H](N2C(S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3,,,,,,
6012,56013,"Allylamine, 2-bromo-N-butyl-",CCCCNCC(=C)Br,,,,,,
6013,56014,N-(2-Chloroethyl)-N-methyl-beta-alanine methyl ester hydrochloride,C[NH+](CCC(=O)OC)CCCl.[Cl-],,,,,,
6014,56015,Methyl 3-[2-chloroethyl(methyl)amino]propanoate,CN(CCC(=O)OC)CCCl,,,,,,
6015,56016,Iopentol,CC(=O)N(CC(COC)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,,,['Substances used to allow enhanced visualization of tissues. (See all compounds classified as Contrast Media.)'],,,
6016,56017,"Benzeneethanamine, N-(2-(3,4-dimethoxyphenyl)ethyl)-3,4-dimethoxy-N-methyl-, hydrochloride",C[NH+](CCC1=CC(=C(C=C1)OC)OC)CCC2=CC(=C(C=C2)OC)OC.[Cl-],,,,,,
6017,56018,Hept-3-enal,CCCC=CCC=O,,,,,,
6018,56019,4-Hydroxy-4-methyl-2-hexynoic acid,CCC(C)(C#CC(=O)O)O,,,,,,
6019,56020,"3,4-Epoxybutyramide",C1C(O1)CC(=O)N,,,,,,
6020,56021,"3-Isoquinolinecarboxamide, N-(2-(dimethylamino)ethyl)-1-methoxy-4-methyl-",CC1=C(N=C(C2=CC=CC=C12)OC)C(=O)NCCN(C)C,,,,,,
6021,56022,"3-Isoquinolinecarboxamide, 1-chloro-N-(2-(dimethylamino)ethyl)-4-methyl-",CC1=C(N=C(C2=CC=CC=C12)Cl)C(=O)NCCN(C)C,,,,,,
6022,56023,CID 56023,CC1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)NC(CC3=CC=CC=C3)C(=O)[O-])Cl.[Na+],,,,,,
6023,56024,CID 56024,CC1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)NC(CC3=CC=CC=C3)C(=O)[O-])Cl.[K+],,,,,,
6024,56025,"Acetone, hydrazone, N-(N,N-bis(2-chloroethyl)sulfamoyl)-",CC(=NNS(=O)(=O)N(CCCl)CCCl)C,,,,,,
6025,56026,1-Bromohept-1-ene,CCCCCC=CBr,,,,,,
6026,56027,"Diethylamine, 2,2'-dichloro-N-ethoxy-",CCON(CCCl)CCCl,,,,,,
6027,56028,"Barbituric acid, 5-(2-bromoallyl)-5-methyl-",CC1(C(=O)NC(=O)NC1=O)CC(=C)Br,,,,,,
6028,56029,2-[2-Hydroxy-1-(5-nitro-2-furanyl)ethylidene]hydrazinecarboxamide,C1=C(OC(=C1)[N+](=O)[O-])C(=NNC(=O)N)CO,,,,,,
6029,56030,"Glycine, N-(4,5-dichloro-2-nitrophenyl)-",C1=C(C(=CC(=C1Cl)Cl)[N+](=O)[O-])NCC(=O)O,,,,,,
6030,56031,Detomidine hydrochloride,CC1=C(C(=CC=C1)CC2=CN=CN2)C.Cl,,,"['Compounds that bind to and activate ADRENERGIC ALPHA-2 RECEPTORS. (See all compounds classified as Adrenergic alpha-2 Receptor Agonists.)', 'Drugs used to induce drowsiness or sleep or to reduce psychological excitement or anxiety. (See all compounds classified as Hypnotics and Sedatives.)', 'Compounds capable of relieving pain without the loss of CONSCIOUSNESS. (See all compounds classified as Analgesics.)']",,,
6031,56032,Detomidine,CC1=C(C(=CC=C1)CC2=CN=CN2)C,"['Used as a large animal sedative, primarily in horses.']",,"['Compounds capable of relieving pain without the loss of CONSCIOUSNESS. (See all compounds classified as Analgesics.)', 'Compounds that bind to and activate ADRENERGIC ALPHA-2 RECEPTORS. (See all compounds classified as Adrenergic alpha-2 Receptor Agonists.)', 'Drugs used to induce drowsiness or sleep or to reduce psychological excitement or anxiety. (See all compounds classified as Hypnotics and Sedatives.)']",,,
6032,56033,"N,N'-Ethylenebis(2-(o-hydroxyphenyl)glycine) dimethyl ester",COC(=O)C(C1=CC=CC=C1O)NCCNC(C2=CC=CC=C2O)C(=O)OC,,,,,,
6033,56034,Bromotetrachlorobenzene,C1=C(C(=C(C(=C1Cl)Cl)Br)Cl)Cl,,,,,,
6034,56035,"3,3'-Iminodibutyronitrile",CC(CC#N)NC(C)CC#N,,,,,,
6035,56036,"Isothiazole, 5-(2-(dimethylamino)acetamido)-3-methyl-",CC1=NSC(=C1)NC(=O)CN(C)C,,,,,,
6036,56037,"(5-((4,6-Dimethyl-2-pyrimidinyl)thio)pentyl)triethylammonium bromide",CC[N+](CC)(CC)CCCCCSC1=NC(=CC(=N1)C)C.[Br-],,,,,,
6037,56038,"5-(4,6-Dimethylpyrimidin-2-yl)sulfanylpentyl-triethylazanium",CC[N+](CC)(CC)CCCCCSC1=NC(=CC(=N1)C)C,,,,,,
6038,56039,"Benzenamine, N-(6-((4,6-dimethyl-2-pyrimidinyl)thio)hexyl)-",CC1=CC(=NC(=N1)SCCCCCCNC2=CC=CC=C2)C,,,,,,
6039,56040,"1H-Indole-2-methanaminium, 5,5'-methylenebis(N,N,N-trimethyl-, bis(methyl sulfate)",C[N+](C)(C)CC1=CC2=C(N1)C=CC(=C2)CC3=CC4=C(C=C3)NC(=C4)C[N+](C)(C)C.COS(=O)(=O)[O-].COS(=O)(=O)[O-],,,,,,
6040,56041,trimethyl-[[5-[[2-[(trimethylazaniumyl)methyl]-1H-indol-5-yl]methyl]-1H-indol-2-yl]methyl]azanium,C[N+](C)(C)CC1=CC2=C(N1)C=CC(=C2)CC3=CC4=C(C=C3)NC(=C4)C[N+](C)(C)C,,,,,,
6041,56042,"3,3'-Di(trimethylammoniummethyl)-1,2-(5,5'-diindolyl)ethane diiodide",C[N+](C)(C)CC1=CNC2=C1C=C(C=C2)CCC3=CC4=C(C=C3)NC=C4C[N+](C)(C)C.[I-].[I-],,,,,,
6042,56043,trimethyl-[[5-[2-[3-[(trimethylazaniumyl)methyl]-1H-indol-5-yl]ethyl]-1H-indol-3-yl]methyl]azanium,C[N+](C)(C)CC1=CNC2=C1C=C(C=C2)CCC3=CC4=C(C=C3)NC=C4C[N+](C)(C)C,,,,,,
6043,56044,(m-Bromobenzyl)guanidine,C1=CC(=CC(=C1)Br)CN=C(N)N,,,,,,
6044,56045,"Formamide, N-(6-hydroxy-3-nitroso-7-oxo-1,3,5-cycloheptatrien-1-YL)-",C1=CC(=O)C(=C(C=C1N=O)NC=O)O,,,,,,
6045,56046,2-[Bis(2-chloroethyl)sulfamoylhydrazinylidene]-3-oxobutane,CC(=NNS(=O)(=O)N(CCCl)CCCl)C(=O)C,,,,,,
6046,56047,"2-Amino-2-methylpropane-1,3-diol aspartate",CC(CO)(CO)N.C(C(C(=O)O)N)C(=O)O,,,,,,
6047,56048,"3-Isoxazolecarboxylic acid, 5-methyl-, 2-ethylhydrazide",CCNNC(=O)C1=NOC(=C1)C,,,,,,
6048,56049,"Carbamic acid, (3-hydroxypropyl)-, isopropyl ester, carbamate",CC(C)OC(=O)NCCCOC(=O)N,,,,,,
6049,56050,"N-Isobutyl-1,4-butanediamine",CC(C)CNCCCCN,,,,,,
